,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId,content_cleaned,rule_based_label,model_confidence
4880,gp:AOqpTOF6g8XlEjglXtBjDZuRdtGqFKro3URgJHUx4DtRQzAH-a9nEBtCXLJrnatDNVCThgC7ehcplLt1Xw2R7A,Kylie Chinnery,https://play-lh.googleusercontent.com/a-/AOh14GiyTQxd150glLX36LB_zs8AGa4qDE7Xw6u7NbKX-w,"CANNOT TURN OFF TRENDING SEARCHES FROM APPEARING AFTER THIS UPDATE. Yes obviously I've turned it off, it's never been turned on but turned it on then off a dozen times. The irritating and unwelcome endless list of ridiculous 'suggestions' appears every time I click on the blank search box, both from new tab and from home. Unacceptable!",1,31,11.42.16.23.arm64,2021-01-15 09:53:52,"Hi Kylie. Thank you for reporting this issue. Can you please submit a feedback report and tell us a little bit more about what you're experiencing so we can investigate further? Open Google App - More (three-dot menu) - Send feedback, this will help us ensure that this gets reviewed by the right team. Thank you!",2021-01-15 10:39:04,most_relevant,com.google.android.googlequicksearchbox,cannot turn off trending searches from appearing after this update yes obviously ive turned it off its never been turned on but turned it on then off a dozen times the irritating and unwelcome endless list of ridiculous suggestions appears every time i click on the blank search box both from new tab and from home unacceptable,PERFORMANCE_BUG,0.4336849942427866
50782,gp:AOqpTOEy52S9xqQ_TYkfJ6c2ik_eDvFF_HJ4xm41s5FmZQG-XLW9_TzTPvuj_L7vx5I65WbciUqV5DTZp_BrH_c,Kerim Ozsoz,https://play-lh.googleusercontent.com/a-/AOh14Gj5siO3tZxUcnzqGuRbbAr86m0G19tfZSuGRvc9oQ,"The messenger feature integrates well with maps and google ads. The only issue is the extreme lag. Many hours, sometimes up to half a day delay before I receive notifications that a customer has contacted me. One would imagine it to be a native to android. The massive delay is disappointing and discouraging in the process of optimizing B2C relations. In the end Maps will display that your business only replies within hours or more of initial contact. Come on G!",3,455,3.15.0.278491560,2019-11-22 10:47:24,,,most_relevant,com.google.android.apps.vega,the messenger feature integrates well with maps and google ads the only issue is the extreme lag many hours sometimes up to half a day delay before i receive notifications that a customer has contacted me one would imagine it to be a native to android the massive delay is disappointing and discouraging in the process of optimizing b2c relations in the end maps will display that your business only replies within hours or more of initial contact come on g,PERFORMANCE_BUG,0.4337527931561815
42343,gp:AOqpTOGGnMK28CagO-DP30vWTCHA64QEQ_rie4dHzo6KAGShwukJYuDCpt8gZy5za2MTDY6XSMaPrnSXbieMNw,Maria Santiago,https://play-lh.googleusercontent.com/a-/AOh14GhPYNUjIrwKP6xw_vZ0B4_kJIN-jMOuj2k7R-lGQw,I wish I could see all the videos that on playlist cause here in the app it only shows you some of them not all of them but when you hit play it will show you all of them u under the playing video how am a to know I have my playlist in order or be able to edit it if I can't see all the videos on the playlist rhis has been happened since the update if you can resolve this I would really appreciate it,3,12,16.02.35,2021-01-27 02:35:09,,,most_relevant,com.google.android.youtube,i wish i could see all the videos that on playlist cause here in the app it only shows you some of them not all of them but when you hit play it will show you all of them u under the playing video how am a to know i have my playlist in order or be able to edit it if i cant see all the videos on the playlist rhis has been happened since the update if you can resolve this i would really appreciate it,PERFORMANCE_BUG,0.4338150608956096
81561,gp:AOqpTOGnf7wfhbtFORi1AkQzrffG5Ak-7p3LUAamS5xMMLg8bDovQ1HZMEQlCHh9P9dRDHzfIyhJAKndeCkigPw,Cristina Mitie Matsumoto,https://play-lh.googleusercontent.com/a-/AOh14GiYwr0GCjA4kaWdlIdqEB30aFWKaxhD93Yw75YYHQ,"It is still horrible since it is not allowed to record any session while we use the free version. Besides that, it is almost impossible to play the videos while we are sharing our screens since they get stuck!!!",1,17,1.77.331246954,2020-11-25 13:16:50,Hi Cristina. Thanks for taking the time to share your feedback. We'll let the team know.,2020-10-26 17:33:48,most_relevant,com.google.android.apps.subscriptions.red,it is still horrible since it is not allowed to record any session while we use the free version besides that it is almost impossible to play the videos while we are sharing our screens since they get stuck,UI_BUG,0.43388812330508847
75716,gp:AOqpTOE0fF93e3mXCyu1tncXqmuIQLhu7zsSBpR8KloF7Gw-d2in_X9PwyBKujx8GNgCeshiHMcG81f1k5r9qg,raeez maredia,https://play-lh.googleusercontent.com/-9yCIOdX_7VE/AAAAAAAAAAI/AAAAAAAAO8o/AMZuuclML-hmB2qjEdW90ttVguT6ReIb1A/photo.jpg,"On playing a music or video, it auto plays every files which are present in that folder. There is no way to disable that and just play single music or video at a time. So please give option to disable auto play files in folder. Another thing is when you play a music and pause it using lockscreen and on unlocking it starts to play again. It should have been in pause start as it was paused.",2,11,1.0.347928958,2020-12-31 13:59:31,Hi Raeez! We are sorry to hear about your experience. We're always looking for ways to make the app more useful and your feedback is super helpful. Appreciate your patience!,2020-12-31 14:02:12,most_relevant,com.google.android.apps.nbu.files,on playing a music or video it auto plays every files which are present in that folder there is no way to disable that and just play single music or video at a time so please give option to disable auto play files in folder another thing is when you play a music and pause it using lockscreen and on unlocking it starts to play again it should have been in pause start as it was paused,UI_BUG,0.43411096129762217
47959,gp:AOqpTOH8Of5AO8fvea8rAHZCypfV3OcK3jsAruJlvxCkv2JedVqlsl9WBvlaTaaGazkRAw1qLV-isECF5j_j1Q,Jac Vik,https://play-lh.googleusercontent.com/-z3KS5X2yPJQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckyGfgTBW6hbdkoK8AwTmxqH7c_Fg/photo.jpg,Update: Steps outlined in Google's response were tried and did not work. Night mode still refuses to work properly. Also the volume slider in the night mode settings needs to show the % volume. So silly that it doesn't. Original post: Night mode no longer works properly with either Google Home Nest Mini or Google Home Mini. It fails to change the volume.,1,15,2.32.1.5,2021-01-07 08:01:41,"Thanks for posting, Jac — for better Night mode experience with your Google Nest devices, try reinstalling your Google Home app and try rebooting your phone after to make sure it's up-to-date. Also, make sure your phone is running on its latest OS. For more help, reach out to our support team: https://goo.gle/2x0Is0T",2020-11-06 09:49:44,most_relevant,com.google.android.apps.chromecast.app,update steps outlined in googles response were tried and did not work night mode still refuses to work properly also the volume slider in the night mode settings needs to show the  volume so silly that it doesnt original post night mode no longer works properly with either google home nest mini or google home mini it fails to change the volume,PERFORMANCE_BUG,0.4344106180785299
24692,gp:AOqpTOEF46Bkbyjl1ykFosUhoidveg510cYQYrXQUycxFGGK3arN4KpTGsfHcdy_VCI4bXT_vZ88nN8CHCuEr68,Alfred Faltiska,https://play-lh.googleusercontent.com/a-/AOh14GhCVC_sCXt0JVBga0ydFfpQEyfcx-T92kAyoE11xw,"Version 24.5 broke SSML support. I have contacted the dev team over email twice about this but more than a week passed and nobody responded. The engine is amazing and the quality of the voices is almost the best you can get these days, and it's free to use on an Android device. But responding to emails is not that hard ...",1,286,23.15.348055456,2021-01-24 07:43:35,,,most_relevant,com.google.android.tts,version 245 broke ssml support i have contacted the dev team over email twice about this but more than a week passed and nobody responded the engine is amazing and the quality of the voices is almost the best you can get these days and its free to use on an android device but responding to emails is not that hard ,LOGIN_BUG,0.4345486056934052
42339,gp:AOqpTOG-xrR2pY2PNwoy2u-3apJA5Wy4wR2aftx929zwGJYW854hJ2yRor9PUFW_i3L7xZ8SHJWur-0YaqMEVA,HeiressoftheLight,https://play-lh.googleusercontent.com/a-/AOh14Gh6mpi62uwWm9gs7hX8SAox56U86NXdukrYFlMDsjk,Unable to log out of this App since the update on 1/21/2021. Even when I switch accounts and log out of all accounts and clearing browser etc. Emailed the App developer received a email back referring me to YouTube help and feed back and troubleshooting I've already tried all the help steps to log out of the App when I'm done with my YouTube activity and still won't let me log out. Before the last 2 updates didn't have this issue. Please help I just want to be able to log out of the App.,3,124,16.02.35,2021-01-26 12:05:34,,,most_relevant,com.google.android.youtube,unable to log out of this app since the update on 1212021 even when i switch accounts and log out of all accounts and clearing browser etc emailed the app developer received a email back referring me to youtube help and feed back and troubleshooting ive already tried all the help steps to log out of the app when im done with my youtube activity and still wont let me log out before the last 2 updates didnt have this issue please help i just want to be able to log out of the app,PERFORMANCE_BUG,0.43472445724200187
59,gp:AOqpTOGOvZEFajkArqw9NOhBKSmtbw3ujcE7eLcVrn7IgotCGpZRxxkf9U--VNoqWfouCAkTSJzysuVtmm1mQrw,Nino C.,https://play-lh.googleusercontent.com/a-/AOh14GidZ-PxPK9cEjSqY6gGM4KMdBkZLNP3X-_B6q4h2BA,Having trouble syncing contacts when having more than 1 google accounts on handheld. I have to remove 1 of them to have my contact's synchronization continue smoothly. Bad experience!,1,2,3.36.3.346104542,2021-01-08 10:54:14,,,most_relevant,com.google.android.contacts,having trouble syncing contacts when having more than 1 google accounts on handheld i have to remove 1 of them to have my contacts synchronization continue smoothly bad experience,LOGIN_BUG,0.4348733350022017
67099,gp:AOqpTOHlkLDA_gmu8guRjf6sfXMjAabRiFLlkNbEdibOfuXvyF0xQR2afMdUEAH9huM7Hdi7xNPGShBVCFE4JCY,S2,https://play-lh.googleusercontent.com/a-/AOh14GiKyp778qNWKTZnmDZn0ED6dA4v25uYQEAeEPFF,I am not able to use the Google lens feature if I sign in. it says check the Internet connection the connection is prefect still there it says. And I also I am not able to sign in my youtube account. Hope u fix this issue soon pls. All the remains features are amazing. Only those two issues please fix them.,1,46,3.19.345244754.release,2021-01-13 05:48:04,,,most_relevant,com.google.android.apps.searchlite,i am not able to use the google lens feature if i sign in it says check the internet connection the connection is prefect still there it says and i also i am not able to sign in my youtube account hope u fix this issue soon pls all the remains features are amazing only those two issues please fix them,LOGIN_BUG,0.43515448959965314
35118,gp:AOqpTOG4u_wm-xkwqsLrsbkCo-7oMhAamf8XakMA_foJyXrNyBfbbXRyDTsNBR_CnoFWHUgoJKaV_sYZnUWAyks,David Patino,https://play-lh.googleusercontent.com/a-/AOh14GjCB5DPfaccuama3pKCeS6njPdsdQtrEV_51fJ-hw,"Everytime I open an unread email, I get a notification that I have new mail. It's quite annoying but otherwise the app works. Developer recommended actions didn't help. I even changed phones and it still does it on the new phone.",3,1,2020.11.29.346182102.Release,2021-01-11 15:28:18,"Hello, David. We suggest that you follow the steps in this article: http://goo.gl/kWctv9 to see what may be happening. If the problem persists, we recommend that you post a topic in the Gmail Forum to get help from our experts: https://goo.gle/3586PHb. We hope we helped.",2020-12-09 14:50:00,most_relevant,com.google.android.gm,everytime i open an unread email i get a notification that i have new mail its quite annoying but otherwise the app works developer recommended actions didnt help i even changed phones and it still does it on the new phone,LOGIN_BUG,0.4351546205954148
53132,gp:AOqpTOGcZOpUqOffB_bRgaWeVHVfaPxQSAHNuFKIp2WiLIfWRIIpYX3iNSHMM8-lVzrj_hBP8LlcuXnm09S-_GM,Amelia Kitt,https://play-lh.googleusercontent.com/a-/AOh14GiJPF1hwybHs_jXpBy2QyNA9yMedMxs-Ig1E_82UQ,I really like this app to control the amount of time my children can use their devices but it would be brilliant if you could password protect the parent app and also allow the use of you tube,3,0,1.70.0.Y.344120469,2021-01-11 22:39:59,"Thanks for your review, Amelia. Feel free to send us your ideas/suggestions here: Open the app - In the top left, tap Menu - Help & Feedback or Send feedback.",2021-01-12 16:28:25,most_relevant,com.google.android.apps.kids.familylink,i really like this app to control the amount of time my children can use their devices but it would be brilliant if you could password protect the parent app and also allow the use of you tube,LOGIN_BUG,0.43526268967910564
53424,gp:AOqpTOGcZOpUqOffB_bRgaWeVHVfaPxQSAHNuFKIp2WiLIfWRIIpYX3iNSHMM8-lVzrj_hBP8LlcuXnm09S-_GM,Amelia Kitt,https://play-lh.googleusercontent.com/a-/AOh14GiJPF1hwybHs_jXpBy2QyNA9yMedMxs-Ig1E_82UQ,I really like this app to control the amount of time my children can use their devices but it would be brilliant if you could password protect the parent app and also allow the use of you tube,3,0,1.70.0.Y.344120469,2021-01-11 22:39:59,"Thanks for your review, Amelia. Feel free to send us your ideas/suggestions here: Open the app - In the top left, tap Menu - Help & Feedback or Send feedback.",2021-01-12 16:28:25,newest,com.google.android.apps.kids.familylink,i really like this app to control the amount of time my children can use their devices but it would be brilliant if you could password protect the parent app and also allow the use of you tube,LOGIN_BUG,0.43526268967910564
32846,gp:AOqpTOGMmaSfoZ7Iht42I1ONkp113OStV1fvUGVUQ6OV0pjWkhNrGcmMSPTn_ZWPzE-hA6sopOhct_m2JJ_U13I,Tín Nguyễn,https://play-lh.googleusercontent.com/a-/AOh14Gg9i5q1S_ju7l67bChS0c8WEPmYl-8dObVEAUWv,"Function doesn't work well, especially moving pictures from albums. The app cannot access to the SD card, or it just missed it. When the connection is weak, it even more sucks, cannot load the pictures, cannot do anything. The soft function sometimes works fine, sometimes mess up my entire album. Free backup is gonna die soon so maybe it's not gonna be a good option anymore.",3,1094,5.23.3.348108244,2020-12-25 19:50:16,,,most_relevant,com.google.android.apps.photos,function doesnt work well especially moving pictures from albums the app cannot access to the sd card or it just missed it when the connection is weak it even more sucks cannot load the pictures cannot do anything the soft function sometimes works fine sometimes mess up my entire album free backup is gonna die soon so maybe its not gonna be a good option anymore,PERFORMANCE_BUG,0.4356153836229181
13432,gp:AOqpTOGKmAxw7KslHCaXXx9b3zPvs1Swg0Mc5csuD4Q1k7r3y4a77LjZKFgBM0SGtvoxac8YW9LbNKDAFGKyy4g,Charles Lewis Ashinghurst Jr,https://play-lh.googleusercontent.com/a-/AOh14GgUt8yjRqk8RSFxdBwOZ2z9ywOuL64OQH6L8hrrgg,"sent to the government. Puá TC. 221-8816... Last three androids this year's and in navy ships. Disgusted with this company and is communicating for me. I bought December 29 Pixel. To America, staff say privacy we cannot help Google rules. That's a lie, this lady built this device so unhappy with how they treat their customers. B aware phone companies pay for your one account. This company charges you Make sure you look. # Ggl hide call FCC 4 number to call",3,6,12.05.05.v27,2020-03-30 14:13:21,,,most_relevant,com.google.android.apps.work.clouddpc,sent to the government pu tc 2218816 last three androids this years and in navy ships disgusted with this company and is communicating for me i bought december 29 pixel to america staff say privacy we cannot help google rules thats a lie this lady built this device so unhappy with how they treat their customers b aware phone companies pay for your one account this company charges you make sure you look  ggl hide call fcc 4 number to call,LOGIN_BUG,0.4358202593097462
13496,gp:AOqpTOGKmAxw7KslHCaXXx9b3zPvs1Swg0Mc5csuD4Q1k7r3y4a77LjZKFgBM0SGtvoxac8YW9LbNKDAFGKyy4g,Charles Lewis Ashinghurst Jr,https://play-lh.googleusercontent.com/a-/AOh14GgUt8yjRqk8RSFxdBwOZ2z9ywOuL64OQH6L8hrrgg,"sent to the government. Puá TC. 221-8816... Last three androids this year's and in navy ships. Disgusted with this company and is communicating for me. I bought December 29 Pixel. To America, staff say privacy we cannot help Google rules. That's a lie, this lady built this device so unhappy with how they treat their customers. B aware phone companies pay for your one account. This company charges you Make sure you look. # Ggl hide call FCC 4 number to call",3,6,12.05.05.v27,2020-03-30 14:13:21,,,newest,com.google.android.apps.work.clouddpc,sent to the government pu tc 2218816 last three androids this years and in navy ships disgusted with this company and is communicating for me i bought december 29 pixel to america staff say privacy we cannot help google rules thats a lie this lady built this device so unhappy with how they treat their customers b aware phone companies pay for your one account this company charges you make sure you look  ggl hide call fcc 4 number to call,LOGIN_BUG,0.4358202593097462
94008,gp:AOqpTOHPY_7Piin6fgRJrsBXZqoKXj38AUrld3nmA9GL6V-mWiaJkZus5pLgDDuHf_9lm1FtsIUvMu_fm_NkiCg,Alexandria Morris,https://play-lh.googleusercontent.com/a-/AOh14GjazzlUABNd9rFJC8L-CawI97IJpIfTg3D1t-LX4g,"As most, i downloaded to try and do the selfie art finder. I can go into the selfie mode and as soon as i click the picture, it just shows a dark version of me looking back as if i still need to take a picture with no way of doing so. Very nice for looking at art just wish i could use the selfie part.",2,3,6.5.13,2019-01-21 02:12:36,,,most_relevant,com.google.android.apps.cultural,as most i downloaded to try and do the selfie art finder i can go into the selfie mode and as soon as i click the picture it just shows a dark version of me looking back as if i still need to take a picture with no way of doing so very nice for looking at art just wish i could use the selfie part,UI_BUG,0.43593876141242477
94167,gp:AOqpTOHPY_7Piin6fgRJrsBXZqoKXj38AUrld3nmA9GL6V-mWiaJkZus5pLgDDuHf_9lm1FtsIUvMu_fm_NkiCg,Alexandria Morris,https://play-lh.googleusercontent.com/a-/AOh14GjazzlUABNd9rFJC8L-CawI97IJpIfTg3D1t-LX4g,"As most, i downloaded to try and do the selfie art finder. I can go into the selfie mode and as soon as i click the picture, it just shows a dark version of me looking back as if i still need to take a picture with no way of doing so. Very nice for looking at art just wish i could use the selfie part.",2,3,6.5.13,2019-01-21 02:12:36,,,newest,com.google.android.apps.cultural,as most i downloaded to try and do the selfie art finder i can go into the selfie mode and as soon as i click the picture it just shows a dark version of me looking back as if i still need to take a picture with no way of doing so very nice for looking at art just wish i could use the selfie part,UI_BUG,0.43593876141242477
62766,gp:AOqpTOFf44N7flUZnKEIpJlQnKQNvRurTuulFDQbBGHJo9mFjYLjyC-nvR4mmIeLeRT1DFYv29HpwKJEx0sx8g,J. Allen Rager,https://play-lh.googleusercontent.com/a-/AOh14Gjg8-wEw-Lp3b0XXNWOl9dzNwdnw5th213Phb48,"My issues are: 1) I can't open a text and then record and send a video. I can take a picture and send it (however, see #2) but I can't long press and record a video. 2) Sending photos rarely works. When my photos finally load for selection I click one but it just spins and doesn't attach (yes my connection is fine). 3) It would be nice to have something like Messenger's chat heads.",3,0,7.0.039 (Groot_RC09.phone_dynamic),2021-01-25 22:43:09,"Hi, Allen. Can you try to uninstall and reinstall the Messages app itself? Open the Play Store app > search Messages app > Uninstall > Reinstall/Update. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gle/2QL888m.",2021-01-25 22:50:37,most_relevant,com.google.android.apps.messaging,my issues are 1 i cant open a text and then record and send a video i can take a picture and send it however see 2 but i cant long press and record a video 2 sending photos rarely works when my photos finally load for selection i click one but it just spins and doesnt attach yes my connection is fine 3 it would be nice to have something like messengers chat heads,PERFORMANCE_BUG,0.43600451569252907
70777,gp:AOqpTOHF2NAnsu7_ag5_bKFs8IavxlyNWINQcyZnih4y7lsy9uZnHZQlteuswKnO9t8bwVwbh1syAhMsCQJJCw,Simon,https://play-lh.googleusercontent.com/a-/AOh14GhXM7zToCUEvhSCRbCkfq2GBEKudP8mqkKwZVshiw,"Sigh... Another Google app update, another app with a glowing white background :( It's a shame really as I do like the new font, but Google are - Android Messages and YouTube aside - unhealthily obsessed with white backgrounds (Chrome for Android will only get a dark theme when I'm, err, no longer around, I'm sure) so much so I'll be looking for a calculator with dark theme later on as this is no longer it. ETA: as I value my eyes; have disabled this, Calc+ installed as it has (amongst other 'be together' things) the choice of dark theme.",1,25,7.5 (213680574),2018-10-15 02:35:17,,,most_relevant,com.google.android.calculator,sigh another google app update another app with a glowing white background  its a shame really as i do like the new font but google are  android messages and youtube aside  unhealthily obsessed with white backgrounds chrome for android will only get a dark theme when im err no longer around im sure so much so ill be looking for a calculator with dark theme later on as this is no longer it eta as i value my eyes have disabled this calc installed as it has amongst other be together things the choice of dark theme,PERFORMANCE_BUG,0.4361176328047572
33725,gp:AOqpTOHY75T1R_5MSRgkjbfONGuH9B3vvXv0xBtNChfYEG3P2L2VFlztRESWzZxD1GGFnCjYmqb0N-ubLCGsjA,Olili Crispus omara,https://play-lh.googleusercontent.com/a-/AOh14Gh4VHzSNkVitZnOk_ILXpUQDp5ndOHQuw7rNp61tQ,Very annoying why is it that a game I deleted its data from the play games account keeps restoring the same data How's this even possible fix it pliz,2,10,2020.11.22812 (344066161.344066161-000406),2020-12-20 05:47:35,,,most_relevant,com.google.android.play.games,very annoying why is it that a game i deleted its data from the play games account keeps restoring the same data hows this even possible fix it pliz,LOGIN_BUG,0.436388312519561
70699,gp:AOqpTOEgLtSYryYu-eSB5tguqcq5yvLz5Udt5ajex3341CRGFNQxZc1OIhB5lJDEjnTEsg8FN539m-aVUf6eZA,ReallyRed R,https://play-lh.googleusercontent.com/-EBmcw3LfFCM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnOFE9_2pAjdlNw7ehnR0HHpDVlhg/photo.jpg,"Hate this. Just want normal, basic calculator like Samsung includes. Too much visual clutter, waste. This should be offered as an option if you have need for scientific calculator, not the one you're stuck with. Can't even figure out how to uninstall, so wasted storage room. Ugh!",1,89,7.8 (271241277),2020-11-16 03:45:52,,,most_relevant,com.google.android.calculator,hate this just want normal basic calculator like samsung includes too much visual clutter waste this should be offered as an option if you have need for scientific calculator not the one youre stuck with cant even figure out how to uninstall so wasted storage room ugh,PERFORMANCE_BUG,0.43651634810264356
33525,gp:AOqpTOETs0PmarDfxVuzJMmTOcFmI1usuVM6ONnNmlXvPuvDlwf3811xTwlK4kIO6VvVP_YmJ9f6bjl12gEwzw,sun pak,https://play-lh.googleusercontent.com/-mh1iSm9PqqM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl5_14YsMeuyUiwIRZqfRPONcBhpQ/photo.jpg,"I keep receiving notifications saying action required. They don't tell me what actions i need to take or any other explanation. This happens every time I login to a game, it's very annoying.",1,35,2020.11.22814 (348073629.348073629-000408),2021-01-06 06:22:54,,,most_relevant,com.google.android.play.games,i keep receiving notifications saying action required they dont tell me what actions i need to take or any other explanation this happens every time i login to a game its very annoying,LOGIN_BUG,0.43658033169589067
22316,gp:AOqpTOHnoEjr0jax9b1v8GLJpGDVxajJSTyahm1OuNsMYpBMLpGq_AsLVY_1gEpJKSna2vedJ3mjtxtbvEnMGA,Sasta U2Bar,https://play-lh.googleusercontent.com/a-/AOh14Gj4AtDFAdrbIsaljSQEmQPPHJOLXftDEs3tXBHFidc,"I am using two different devices and the device i am using to type this comment is super but second device is warning me not to use this app it says me that the text you type here will be collected and also all your personal data like passwords and credit card number . Is this issue ?? Can i use your app without any tension , it is very good typing app i found on playstore . But i have trust issue and the device i am using for this report is not for my personal use it is just for intertainment.",1,242,,2020-09-21 17:03:05,,,most_relevant,com.google.android.apps.inputmethod.hindi,i am using two different devices and the device i am using to type this comment is super but second device is warning me not to use this app it says me that the text you type here will be collected and also all your personal data like passwords and credit card number  is this issue  can i use your app without any tension  it is very good typing app i found on playstore  but i have trust issue and the device i am using for this report is not for my personal use it is just for intertainment,LOGIN_BUG,0.43685902252741454
81873,gp:AOqpTOEzUcFTqez_k_cZEPXFpf2ulM2lQeOOpTjdLy258HC53tuFTP2WlecE1Qb3Uecaq7Lubtk3Io1lvQZSC4U,David Robinson,https://play-lh.googleusercontent.com/a-/AOh14Gg5yY6_0lN1jjUrMepFRuZpUwa_0Su4s0220y6lpA,"Hi folks, app seems to be broken for me. When I click on support tab, chat or email it keeps bringing me to a page showing who I'm signed in as. I have deleted and reinstalled app. It does not happen on my wife's phone, also pixel3xl. Please help as support functions really good",2,221,1.80.345768476,2020-12-05 08:12:41,"Hi, David. Let's get you connected with a Google One expert for further help. Visit one.google.com and try the support options available in the upper right corner.",2020-12-07 17:49:37,newest,com.google.android.apps.subscriptions.red,hi folks app seems to be broken for me when i click on support tab chat or email it keeps bringing me to a page showing who im signed in as i have deleted and reinstalled app it does not happen on my wifes phone also pixel3xl please help as support functions really good,LOGIN_BUG,0.4369426249648857
33743,gp:AOqpTOHUAKuDH5skLWBoZZ1j6QZnFkBxNQHSSDU9QNK6Emw3mIEidgSvGD1onvq7UiYvOhBXMsh3wPmNhj-Z8w,Wayne Swanepoel,https://play-lh.googleusercontent.com/a-/AOh14GhlS5tVUpW25iBtqnKZmLcFGK3n6ubToXdG5Ut-IQ,"This is not working for me it does nit save my progress on my games or it loads long back progress that ive seen and forgotten already ,when ever i get a new phone games like soda crush fall out shelter ect i have to start either like over 500 levels back or incase of fall out shelter zombie castaways i have to start all over ahain whats the point how do i reload my game after re installing to get all my cash and ling played progress back this is the third time ive lost all my paid progress",2,21,2020.10.22037 (339123585.339123585-000304),2020-11-17 07:10:04,"That doesn't sound good. If you are experiencing an issue with the Play Games app, we recommend these troubleshooting steps: https://goo.gle/34RPRuM. If that doesn't help, we recommend reaching out to our direct support team for assistance: https://goo.gle/35U8zmI.",2020-11-17 04:40:34,most_relevant,com.google.android.play.games,this is not working for me it does nit save my progress on my games or it loads long back progress that ive seen and forgotten already when ever i get a new phone games like soda crush fall out shelter ect i have to start either like over 500 levels back or incase of fall out shelter zombie castaways i have to start all over ahain whats the point how do i reload my game after re installing to get all my cash and ling played progress back this is the third time ive lost all my paid progress,PERFORMANCE_BUG,0.4371140564423095
49291,gp:AOqpTOEfn9XA3xoF3wMopoOHlHCoQpmuZQFZNxYaNItYEBZRAATCQUWC9cmi7vh1PDldzFgc-TeZMa5cJSpQaA,Edwin Ramos,https://play-lh.googleusercontent.com/a-/AOh14Gi0PCtxgonh3T9ulyRF9DOV9T1FpBs3Oam7p5aemA,"I spend a lot of time on the road, and started relying on Duo after my wife decided to switch to an iPhone. I spent 2 months, blaming the poor video calls on everything except the true culprit. I thought there were constant signal issue due to either T-Mobile's network or Samsung's wireless radios. The truth is that Duo sucks. You have to have very stable and VERY strong reception in order to have a quality experience. Any deviation from that and the video and/or audio freeze. WhatsApp is better",2,15,122.0.351694860.DR122_RC02.s,2021-01-21 20:24:04,"Hi, Edwin. If you are experiencing poor quality video calls, consult the troubleshooting guide: https://goo.gle/2YZC2Kw. This is especially important if you have an older device, are on a low-strength network, or have other software on your device that may interfere with video calling. Hope this helps.",2021-01-23 14:40:10,most_relevant,com.google.android.apps.tachyon,i spend a lot of time on the road and started relying on duo after my wife decided to switch to an iphone i spent 2 months blaming the poor video calls on everything except the true culprit i thought there were constant signal issue due to either tmobiles network or samsungs wireless radios the truth is that duo sucks you have to have very stable and very strong reception in order to have a quality experience any deviation from that and the video andor audio freeze whatsapp is better,PERFORMANCE_BUG,0.43714984388773404
38328,gp:AOqpTOF6GRhZtGl_d0fvuUvq9B_WTzBWKppekQUtesEMJvXSr0nBWKyrkkLbsTHj9gj1YbjYqLguN0Dod3cSC-s,Christine Jersey,https://play-lh.googleusercontent.com/a-/AOh14GjztaLl9dUtlutI-iNePcYsVkI7IgRqPoBEvQt3jg,"Horrible that you cant uninstall or truly disable talkback. It goes on several times a day for no reason and drives me mad. Also gets me into trouble. Have to struggle to get to talkback in settings and turn it on and then off. It will even say it's off when it is on and I have to turn it on and off over and over again. Back to Apple phones for me. They are so much better on all levels. Still miss the days when we could still control our cell phones, our lives unlike new communist world.",1,149,6.2.0.199837370,2020-09-18 00:40:35,,,most_relevant,com.google.android.marvin.talkback,horrible that you cant uninstall or truly disable talkback it goes on several times a day for no reason and drives me mad also gets me into trouble have to struggle to get to talkback in settings and turn it on and then off it will even say its off when it is on and i have to turn it on and off over and over again back to apple phones for me they are so much better on all levels still miss the days when we could still control our cell phones our lives unlike new communist world,Generic_Complaint,0.4372613747926353
41900,gp:AOqpTOEAj81OaWxyECokcF1nFt10Sq2DLtCG2jx_kKnYQTPGTRGqNUVK0Xe6r3kYXJKYrlPJgJGxPAW6W1WmGw,Ryan Zuhri,https://play-lh.googleusercontent.com/-1pW8wpdIe8s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl5TUlmXvI2FLI6Onvii56vdIY2Tw/photo.jpg,"Actually this is the app i use the most in a day, i love using it. Even i pay the family subscription which is the highest price of all the package. But the problem is, family subscription should be able to register 4 other members of your family. When i tried to register my wife (who lives in the same place, same country, same house comes from the same state as me) it keeps saying the account is from a different country and i can't register her. How come ?? I feel being fraudulent.",1,273,16.02.35,2021-01-29 01:47:40,,,most_relevant,com.google.android.youtube,actually this is the app i use the most in a day i love using it even i pay the family subscription which is the highest price of all the package but the problem is family subscription should be able to register 4 other members of your family when i tried to register my wife who lives in the same place same country same house comes from the same state as me it keeps saying the account is from a different country and i cant register her how come  i feel being fraudulent,LOGIN_BUG,0.43729221847715605
